Hauljoin,Pred_nodc,Pred_specn,Prey_nodc,Prey_cnt,Prey_twt,Pred_stomwt,Pred_len,Pred_full,Pred_wt,Year,Month,day,region,Pred_name,Prey_Name,Pred_lh,Pred_dig,Prey_lh,Pred_sex,Prey_parts,Vessel,Cruise,Haul,Rlat,Rlong,Gear_depth,Bottom_depth,Start_hour,Surface_temp,Gear_temp,INPFC_Area,Stationid,Start_date
11013104.0,8857041901.0,9.0,8857040800.0,1.0,453.79199999999997,782.39999999999998,94.0,7.0,10354.200000000001,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Lepidopsetta sp",0.0,5.0,C,1.0,,90.0,199301.0,29.0,54.039999999999999,-165.83000000000001,80.0,80.0,14.0,6.7000000000000002,5.5,610.0,51-42,"1993-06-11 00:00:00"
11013104.0,8857041901.0,9.0,8791030701.0,1.0,93.888000000000005,782.39999999999998,94.0,7.0,10354.200000000001,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Walleye pollock",0.0,3.0,7,1.0,9,90.0,199301.0,29.0,54.039999999999999,-165.83000000000001,80.0,80.0,14.0,6.7000000000000002,5.5,610.0,51-42,"1993-06-11 00:00:00"
11013104.0,8857041901.0,10.0,6183060000.0,1.0,11.6,11.6,53.0,4.0,1636.5,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis",Paguridae,0.0,4.0,C,1.0,,90.0,199301.0,29.0,54.039999999999999,-165.83000000000001,80.0,80.0,14.0,6.7000000000000002,5.5,610.0,51-42,"1993-06-11 00:00:00"
11013104.0,8857041901.0,9.0,8857040102.0,1.0,234.72,782.39999999999998,94.0,7.0,10354.200000000001,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Arrowtooth flounder",0.0,3.0,C,1.0,,90.0,199301.0,29.0,54.039999999999999,-165.83000000000001,80.0,80.0,14.0,6.7000000000000002,5.5,610.0,51-42,"1993-06-11 00:00:00"
11013105.0,8857041901.0,1.0,6188030106.0,3.0,3.7000000000000002,3.7000000000000002,53.0,3.0,1636.5,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis",Cancridea,0.0,5.0,C,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,2.0,0.0,,0.0,0.0,54.0,1.0,1738.0,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis",Empty,0.0,1.0,,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,3.0,6183060000.0,2.0,8.8439999999999994,20.100000000000001,59.0,4.0,2311.4000000000001,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis",Paguridae,0.0,4.0,C,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,3.0,8791030701.0,1.0,11.256,20.100000000000001,59.0,4.0,2311.4000000000001,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Walleye pollock",0.0,3.0,C,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,4.0,6187010100.0,3.0,2.1499999999999999,4.2999999999999998,39.0,3.0,609.60000000000002,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Misc Majidae",0.0,5.0,C,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,5.0,8791030701.0,1.0,37.524999999999999,47.5,58.0,5.0,2212.1999999999998,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Walleye pollock",0.0,3.0,C,2.0,9,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,5.0,6183060000.0,1.0,9.9749999999999996,47.5,58.0,5.0,2212.1999999999998,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis",Paguridae,0.0,3.0,C,2.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,6.0,6174000000.0,,10.56,13.199999999999999,53.0,4.0,1636.5,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis",Euphausiacea,0.0,3.0,C,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
11013105.0,8857041901.0,6.0,6187010100.0,1.0,2.6400000000000001,13.199999999999999,53.0,4.0,1636.5,1993.0,6.0,11.0,GOA,"Hippoglossus stenolepis","Misc Majidae",0.0,4.0,C,1.0,,90.0,199301.0,31.0,54.170000000000002,-165.44,60.0,60.0,19.0,6.2000000000000002,5.4000000000000004,610.0,55-45,"1993-06-11 00:00:00"
